Name,Description,Section,Assignee,Collaborators,Start Date,Due Date,Type,Tags,Parent Task,Task Category,Client Name,Project Phase,Priority Level,Task Stage,QA Status,Blocked Reason,Completion Notes,Time Spent (hrs),Deliverable Link,Metrics / KPIs,Issues / Blockers Encountered,Assigned Role,Reviewed By,Review Date,Admin Notes,Week Number,Supervisor
FIELD SEED — delete: Task Category = Other,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Other,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Client Name = DGK Internal,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Client Name = To Be Assigned,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,To Be Assigned,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = Discovery,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Discovery,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = Planning,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = Execution,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Execution,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = Review,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Review,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = Complete,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Complete,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Project Phase = On Hold,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,On Hold,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Priority Level = Critical,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Critical,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Priority Level = High,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,High,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Priority Level = Medium,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Priority Level = Low,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Low,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Not Started,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = In Progress,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,In Progress,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Blocked,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Blocked,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Ready for Review,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Ready for Review,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Revision Needed,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Revision Needed,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Approved,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Approved,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Task Stage = Complete,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Complete,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: QA Status = Awaiting Submission,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: QA Status = Pending Dilip Review,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Pending Dilip Review,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: QA Status = Revision Required,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Revision Required,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: QA Status = Approved by Dilip,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Approved by Dilip,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: QA Status = Rejected,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Rejected,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Waiting on Client Response,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Waiting on Client Response,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Waiting on Team Member,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Waiting on Team Member,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Technical Issue,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Technical Issue,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Missing Information or Access,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Missing Information or Access,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Scope Change,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Scope Change,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Blocked Reason = Other — See Comments,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Assigned Role = Allrounder / Senior,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Allrounder / Senior,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Assigned Role = Intern,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Intern,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
FIELD SEED — delete: Assigned Role = Admin,Import this project first. Then convert every custom field to an organization field. Then delete this whole project. Do not assign these tasks to the team.,Field option seed (delete project after conversion),,,,,Task,,,Internal Admin,DGK Internal,Planning,Medium,Not Started,Awaiting Submission,Other — See Comments,Seed row. Delete this task after converting fields to organization-level.,1.5,https://www.dgkbusinessconsultancy.com,12 leads generated,None — field-seed task.,Admin,Support@dgkbusinessconsultancy.com,01/05/2026,Seed row. Delete after import.,1,Shuvang@dgkbusinessconsultancy.com
